,1,2,10,13,14,98,,,,,,,,
1,2123088132,150929236.2,404069580.5,373451039,23075613.01,36780655.53,,,,,,,,
2,2132646804,89762708.78,405836354,385127559.1,0,0,,,,,,,,
3,2533522959,28521.7342,340056903.5,2.56E+08,0,0,,,,,,,,
4,2143584530,249407480,339963504.1,403343485.5,0,0,,,,,,,,
5,2033547538,235186093.1,448104351.9,385439858.3,0,0,,,,,,,,
6,2134794356,79667578.44,632546831.8,282819819.9,0,6.40E+07,,,,,,,,
7,1972442399,191343630.3,536042362.4,425537147.7,0,0,,,,,,,,
8,2027704973,0,264696386.6,736948509.2,0,0,,,,,,,,
9,2091903421,0,502775904.6,399081217.8,0,0,,,,,,,,
10,2306863488,6770751.132,422454700.6,357203820.2,0,0,,,,,,,,
11,2102734453,60440651.98,654052822.5,327190018,0,0,,,,,,,,
12,2391487356,228376544.7,332198114.2,1.92E+08,0,38163193.58,,,,,,,,
13,2099737067,253416584.7,517039019.4,263320957.3,0,0,,,,,,,,
14,2227336829,0,478290932.9,456978354.2,0,0,,,,,,,,
15,2330822017,119810978.2,200875245.1,359076216.5,0,0,,,,,,,,
16,2231177542,111292468.1,363844657.4,470524491,0,0,,,,,,,,
17,2161924064,259558051.5,174097270.3,533995723.7,0,0,,,,,,,,
18,2142343725,1.92E+08,447492556.2,370766448.3,0,0,,,,,,,,
19,2043198054,99863587.7,320000000,526799095.9,0,0,,,,,,,,
20,1856752132,105274155.5,276140336.1,725115051.5,0,0,,,,,,,,
21,2110293055,101942760.3,350495569.9,547869661.1,0,49494272.04,,,,,,,,
22,2004710654,59206458.83,405056050.6,581982921.4,0,0,,,,,,,,
23,2286640816,158785966.6,421821644.3,221140436.5,0,0,,,,,,,,
24,1870967908,28525571.55,497060004.4,635813391.9,0,6.40E+07,,,,,,,,
25,1811080457,206758295.3,536977791.3,508840097.4,0,0,,,,,,,,
26,2358120214,131909402.1,486521539.5,168753121,0,0,,,,,,,,
27,1933376853,121564387.7,508697117.8,415367677,0,0,,,,,,,,
28,2103977738,124146948.2,391691021.8,576119960.2,0,0,,,,,,,,
29,2067093713,59073758.55,427177734.8,591100003.7,0,0,,,,,,,,
30,1785268482,1.28E+08,436626726,675975684.2,0,102355084.1,,,,,,,,
31,2414130812,156828865.4,239233315.2,389807007.3,0,0,,,,,,,,
32,2030994821,6.40E+07,618880654.5,404503694.3,32217575.28,0,,,,,,,,
33,1999069887,65687179.25,644759134.2,418266622.1,0,6.40E+07,,,,,,,,
34,2129599135,466883412.9,355771320,130227419.8,0,0,,,,,,,,
35,2135088377,1.28E+08,619170609.2,203754398.7,0,112880939.1,,,,,,,,
36,2280603824,148435057,223219816.2,505166004.1,0,0,,,,,,,,
37,1947106386,98929752.63,642733916.3,441522022.1,0,0,,,,,,,,
38,2222840773,0,506295451.5,330760536.1,0,0,,,,,,,,
39,1890756319,118442558.7,566899560,563650653.1,0,0,,,,,,,,
40,2435965867,6.40E+07,430782751.7,249979381.7,0,0,,,,,,,,
41,2121800331,301601055.1,333476738.8,382238651.4,0,43249364.47,,,,,,,,
42,1935110608,187705291.7,796649877.9,280534222.7,0,0,,,,,,,,
43,2358793973,188666463.5,282481220.7,2.56E+08,0,26004176.82,,,,,,,,
44,2148699481,191998579.8,299283077.2,411611124.6,0,0,,,,,,,,
45,2401473705,81603919.17,337843424.3,1.92E+08,0,0,,,,,,,,
46,1866137475,68981841.55,629862525,575997891.4,0,0,,,,,,,,
47,2212545296,1.28E+08,521858777.8,246315772.8,0,0,,,,,,,,
48,2331028883,6.40E+07,92688779.29,462929835.2,0,61315467.08,,,,,,,,
49,2354910523,175276654.9,221812821.7,4.48E+08,0,0,,,,,,,,
50,2361174277,6.40E+07,293113589.5,258461075.3,8667016.216,0,,,,,,,,
51,1953903307,6.40E+07,576328752,542350187,0,0,,,,,,,,
52,1680620325,182658401.6,723796816.5,550713536.7,0,0,,,,,,,,
53,1757805303,189414279.8,337037143.9,733504267.2,0,0,,,,,,,,
54,2481886347,245011496.4,213596908.2,86210567.01,1009740.357,0,,,,,,,,
55,1737874465,123131997,453052036,738515631.4,0,0,,,,,,,,
56,2041411885,165217671.2,266311182.8,543050322.6,0,6.40E+07,,,,,,,,
57,2067356205,168147746.2,392314420.8,386398179.4,0,16697947.97,,,,,,,,
58,1645523914,23937112.3,714313788.3,6.40E+08,0,88865045.04,,,,,,,,
59,1940898349,92695395.16,433259642.9,559552900.5,0,0,,,,,,,,
60,2254193069,1.28E+08,448049149.9,269560494,0,0,,,,,,,,
61,2141015404,69119760.65,588048017.4,3.20E+08,0,0,,,,,,,,
62,2370397867,92505000.91,357017220.7,351522380.7,0,0,,,,,,,,
63,2022448237,32954006.05,595496422.7,513664700.3,0,35142881.83,,,,,,,,
64,1989199834,235757260.9,584135632.6,192050831.5,0,6.40E+07,,,,,,,,
65,1993607324,0,556429676.1,536714752.6,0,0,,,,,,,,
66,1899485615,1.28E+08,411080441.8,569941063.4,0,35142881.83,,,,,,,,
67,1791871975,87015958.12,804670496.3,479923855.5,0,0,,,,,,,,
68,2086858231,189413445.4,519689668.2,3.20E+08,0,0,,,,,,,,
69,2078512866,1.92E+08,401940642.8,416315633.6,0,0,,,,,,,,
70,2464194409,182658401.6,281288989.1,1.92E+08,0,0,,,,,,,,
71,2234187828,96876134.35,226653437.9,505863980.8,0,0,,,,,,,,
72,2066996663,130520716.7,427973719.1,4.48E+08,0,6.40E+07,,,,,,,,
73,2276971056,53435450.6,328994451.5,510873057.3,0,0,,,,,,,,
74,1914249553,192604330,622425671.4,341420070.8,0,0,,,,,,,,
75,2083393199,0,669001295.2,267468114.2,0,0,,,,,,,,
76,1702520181,82321832.24,491984440.5,746552131.8,0,0,,,,,,,,
77,2475723901,0,397763175.8,268530399.4,0,0,,,,,,,,
78,2299210913,6.40E+07,298041737,494497486.4,0,0,,,,,,,,
79,2360819759,0,302299763.5,448664809.2,0,0,,,,,,,,
80,1976880909,285126707,503376314.9,318227284.4,0,56878403.49,,,,,,,,
81,2149362411,161175092,427644781.1,353340013,0,571236.1877,,,,,,,,
82,2089959811,205148889.6,348524013.2,492648334.6,0,0,,,,,,,,
83,2023017602,215121391.5,474676573.2,456607134.2,0,0,,,,,,,,
84,2039245945,306346463,3.84E+08,4.48E+08,0,0,,,,,,,,
85,2025717255,64588532.94,627390637.9,395355702.6,22947871.29,6.40E+07,,,,,,,,
86,2118056015,1.28E+08,342848488.6,490386729.5,0,0,,,,,,,,
87,2093627523,124135453.2,299833941.4,636061741.5,0,0,,,,,,,,
88,1922377081,149942059.5,422459081.8,568532285.9,0,0,,,,,,,,
89,2051405567,169864538.2,603149328,278842305.2,0,0,,,,,,,,
90,2417968402,55341468.73,260658791.7,327346227.9,0,6.40E+07,,,,,,,,
91,2180454643,1.28E+08,287270839.1,425257944.5,0,0,,,,,,,,
92,2222243091,91895428.67,210437851.6,638999273.5,0,0,,,,,,,,
93,2388497185,588532.9386,298413397.8,5.12E+08,0,0,,,,,,,,
94,2444758169,160716804.3,233601856.8,305487110.8,0,0,,,,,,,,
95,2148860676,250383312.3,394393780.1,275227629.4,33115286.99,0,,,,,,,,
96,1920432360,1.92E+08,458980700.2,565375579.9,0,0,,,,,,,,
97,1782368036,165506273.4,433264095.9,773613484.9,0,0,,,,,,,,
98,2120553262,1.28E+08,422313921.5,3.84E+08,0,0,,,,,,,,
99,1977561019,1.92E+08,559351344.5,436904823.6,0,0,,,,,,,,
100,2198483208,121612383.9,686223113.5,193681295,0,0,,,,,,,,
101,2103777544,6.40E+07,325118397.3,609612657.5,0,0,,,,,,,,
102,2294962497,66718506.78,465334837.7,241682084.9,0,0,,,,,,,,
103,1918057956,50601226.44,803655301.6,3.84E+08,0,0,,,,,,,,
104,2121670017,6.40E+07,248874866.2,569083326.7,0,6.40E+07,,,,,,,,
105,2235125119,6.40E+07,511289934.6,3.20E+08,0,0,,,,,,,,
106,2292977199,34676264.64,340250048.4,322995052.1,0,0,,,,,,,,
107,2222594647,163876595.3,360396587.8,217831006.5,0,0,,,,,,,,
108,2331397010,6.40E+07,309308327.5,432036545.1,0,0,,,,,,,,
109,2055873457,22357653.43,500835604.6,388698463.5,0,56308607.9,,,,,,,,
110,2085163931,6.40E+07,393168021.3,565470419.7,0,0,,,,,,,,
111,2382515399,15590140.31,238598062,556563082,0,0,,,,,,,,
112,2003642940,66915277.62,506247910.1,3.84E+08,0,0,,,,,,,,
113,2070540561,124908397.1,417274027.8,487059780.6,0,0,,,,,,,,
114,2089194662,127660847.2,400936875.2,449522988.9,0,1757585.977,,,,,,,,
115,1719974928,251978276.9,707699087.2,452249535,0,3044723.652,,,,,,,,
116,2056934979,270596492.8,192049673.6,5.12E+08,0,63950326.44,,,,,,,,
117,2238202972,116962207.8,520781753.9,2.56E+08,0,0,,,,,,,,
118,2494700149,169117352.2,306114512.9,229571591.8,0,0,,,,,,,,
119,1798739311,206853309.8,362959517.9,672993394.6,0,0,,,,,,,,
120,1966361029,28554808.97,405990009.2,741761573,0,0,,,,,,,,
121,2174220505,1.92E+08,321779487.9,386692097.7,0,21117149.54,,,,,,,,
122,2120186113,1.28E+08,445328797.6,450137852.9,0,0,,,,,,,,
123,2030447832,90036472.21,172128166.9,640110194.7,0,55411163.18,,,,,,,,
124,2289353529,16739968.71,437621089.7,408378979.9,0,0,,,,,,,,
125,2266271587,222885823.8,386621479.1,252032087.9,0,6.40E+07,,,,,,,,
126,2083728481,146437328.7,530900551.8,373752564.1,0,0,,,,,,,,
127,2180231719,6.40E+07,296605130.7,556580818.7,0,6.40E+07,,,,,,,,
128,2238354053,64181185.14,272267965.2,492971865.5,0,0,,,,,,,,
129,2004193963,164421693.1,657024282.9,312204390.7,0,0,,,,,,,,
130,2166263087,63469822.45,462709910.6,348148177.5,0,0,,,,,,,,
131,2191545050,188908397.1,260644871.3,357082175.4,0,0,,,,,,,,
132,2570371298,0,323833439.2,217905618.9,0,0,,,,,,,,
133,2238391449,6.40E+07,482851383.5,3.84E+08,0,0,,,,,,,,
134,1950963893,215097676.3,514901949.5,456455279.3,0,0,,,,,,,,
135,2234833163,6.40E+07,662242648.9,136466012.8,0,33217207.71,,,,,,,,
136,1557398946,175425795.2,764564891,626604146.6,0,527070.0152,,,,,,,,
137,1932792710,182077968.5,357983120,497185268.1,0,63980987.46,,,,,,,,
138,2378299369,157953033.9,321891908.6,191925324.2,0,0,,,,,,,,
139,2342559355,1.92E+08,283859638,309813735.3,0,0,,,,,,,,
140,2171208488,177747732,298478055.2,398097085.5,0,0,,,,,,,,
141,2641434771,1.92E+08,122141734.7,1.92E+08,0,0,,,,,,,,
142,2253607528,179498973.3,318893498.4,4.48E+08,0,0,,,,,,,,
143,2056679584,0,503320415.7,600721895.3,0,0,,,,,,,,
144,2129952332,74675140.01,573976394.3,262549866.3,0,0,,,,,,,,
145,1868601920,205975274.6,630764701,373869876.4,0,0,,,,,,,,
146,2447262780,148643422.9,349748061.2,249783188.5,3569843.492,0,,,,,,,,
147,1876887915,191382219,239871515.7,768778198.2,0,26004176.82,,,,,,,,
148,2234954823,0,341949089,499811798.4,0,0,,,,,,,,
149,2091672226,128250090.6,350102453.1,392147927.6,41611605.37,0,,,,,,,,
150,2505161868,93524280.24,185104251.5,329951729.3,0,0,,,,,,,,
151,1952489831,6.40E+07,406567754.1,587210653.1,0,63983748.92,,,,,,,,
152,1971634841,1.92E+08,549882540.5,369207259,0,22189247.33,,,,,,,,
153,2226192839,6.40E+07,222690519.7,580712149.4,0,6111.767149,,,,,,,,
154,2219215862,69369981.37,167873714,6.40E+08,0,0,,,,,,,,
155,1783367603,171777598.7,590439893.4,577976648.9,0,0,,,,,,,,
156,1791722701,202282066.1,885995233,3.20E+08,0,0,,,,,,,,
157,2319406186,1.28E+08,426630128.1,138896318.2,0,6.40E+07,,,,,,,,
158,1902276795,94810452.21,477455820.8,607182680.6,0,0,,,,,,,,
159,1981992567,1.28E+08,248844709.3,757116360.7,7232364.013,0,,,,,,,,
160,1875915183,3.20E+08,279675886.3,609347976.4,0,0,,,,,,,,
161,1728906589,0,616210962,794201015,0,0,,,,,,,,
162,2262170621,95092999.34,505529744.6,304299633.9,0,0,,,,,,,,
163,1902404609,59089447.61,404493799.1,796486528.9,0,0,,,,,,,,
164,1896985435,110222317.3,581182966.2,576036001.7,0,0,,,,,,,,
165,2069500276,6.40E+07,629903284.9,307254884.9,0,0,,,,,,,,
166,1656997411,415925210.7,585821459.2,384552788,0,25633155.68,,,,,,,,
167,2002223142,191925513,165221621.8,840629722.8,0,0,,,,,,,,
168,2209201894,0,542798106.5,341977230.3,0,0,,,,,,,,
169,1816190637,1.28E+08,395684518.7,833494279.5,0,0,,,,,,,,
170,2145709009,6.40E+07,416098247.8,310016610.3,0,2375.927862,,,,,,,,
171,2318612530,6.40E+07,459923047.2,255694427.2,0,0,,,,,,,,
172,1959974353,22899286.83,665683195,400314463.5,0,1757585.977,,,,,,,,
173,1511081323,62990259.64,993423504.8,579984639.8,1009740.357,0,,,,,,,,
174,2164308543,1.92E+08,399131878.1,404234820,0,0,,,,,,,,
175,2286850908,1.92E+08,344016337.4,334416916.1,0,0,,,,,,,,
176,1977623174,6.40E+07,658435640.6,463688013.6,0,0,,,,,,,,
177,2419645920,0,307721521.3,430848315.4,0,0,,,,,,,,
178,2312193189,119806810.5,128275159.2,534307941.3,0,6.40E+07,,,,,,,,
179,2304160185,1.28E+08,396303105.4,297154264,0,0,,,,,,,,
180,2311367593,2.56E+08,260337291.9,338300222.9,0,0,,,,,,,,
181,2001554015,6.40E+07,495739594.8,417368311.3,0,0,,,,,,,,
182,2040550759,179808498.2,568136616.2,244300978.4,0,0,,,,,,,,
183,1850930757,6.40E+07,745231872.2,406584179.9,0,22189247.33,,,,,,,,
184,2452335990,119507071.7,342606484.3,264492928.3,0,0,,,,,,,,
185,2037863731,6.40E+07,456603193.5,573981499.5,0,0,,,,,,,,
186,2186883428,15768580.52,320293208.8,622846048.5,0,3300665.546,,,,,,,,
187,2235296718,106688359.5,349615088.7,319103062,0,0,,,,,,,,
188,2278653782,195239513.9,194506399.6,422741717.6,0,0,,,,,,,,
189,2061515287,41537380.71,379576268.2,644424334.8,0,0,,,,,,,,
190,2355388789,6.40E+07,325231320.9,378982520.7,0,0,,,,,,,,
191,2316423259,64028521.73,491821333.9,245182871.6,0,0,,,,,,,,
192,2434145008,94949887.35,286905104.6,328359262.1,0,0,,,,,,,,
193,1854057373,60477923.2,609755543.7,552719606.5,3569843.492,41153755.66,,,,,,,,
194,1714827832,266680355.2,631436485.9,461890979.9,0,0,,,,,,,,
195,2185714957,304000113.4,367068381.9,259428820.5,0,0,,,,,,,,
196,2492397584,133155510.5,208870030.2,163869222.7,0,112829555.7,,,,,,,,
197,1878523481,224954006.1,510374889.1,448918431.6,0,22189247.33,,,,,,,,
198,2100580653,6.40E+07,412588564.2,537417668.4,0,0,,,,,,,,
199,1889961426,6.40E+07,562965432.9,585663259.6,0,0,,,,,,,,
200,2247485026,191111286.8,207350982.9,554052704.2,0,0,,,,,,,,
201,2135789566,96946423.57,452219286.7,5.12E+08,0,3044723.652,,,,,,,,
202,2055301004,169044636.4,533894921.4,371162748.5,0,0,,,,,,,,
203,1868947160,37217671.16,426457842.3,727535427.5,0,0,,,,,,,,
204,1602442037,93806205.91,562124140.4,864217125.2,0,0,,,,,,,,
205,2302354996,9941685.426,205909147.6,434095419.6,0,6.40E+07,,,,,,,,
206,1817654672,6.40E+07,372603254.4,692103978.7,0,62188056.3,,,,,,,,
207,1935591064,6.40E+07,618768209.2,516950704.2,0,0,,,,,,,,
208,1906578942,254196815.3,353688853.2,684547727.1,0,0,,,,,,,,
209,2329525153,242346463,151937573.5,386254840.6,0,0,,,,,,,,
210,2477554970,111246046.2,210681970.5,349917057.9,0,0,,,,,,,,
211,2360070473,343405112.3,226568742.4,1.92E+08,0,0,,,,,,,,
212,2190995624,110222317.3,480575680.6,318056405.9,0,0,,,,,,,,
213,1989874323,61699340.35,332978273.4,740316839.2,0,6.40E+07,,,,,,,,
214,1873047026,47601497.47,352104431.8,581152671.5,0,48847933.86,,,,,,,,
215,2347407924,191885893.5,256232394.5,285382557,0,0,,,,,,,,
216,2.43E+09,1.28E+08,400452759.3,239547240.7,0,0,,,,,,,,
217,2180611101,86354456.48,159352593.5,643771395.1,0,0,,,,,,,,
218,2098635040,133043116.5,402061176.5,319548794.9,0,91475355.53,,,,,,,,
219,1861395201,87401275.72,612483935.2,574295914.5,0,0,,,,,,,,
220,2058240954,135356484.3,366402562.1,487218534.8,0,6.40E+07,,,,,,,,
221,2118747402,66568865.89,486932513.7,494653364.5,0,0,,,,,,,,
222,2213690600,1.92E+08,325313121.3,390514179,0,0,,,,,,,,
223,2278462957,114363065.1,315362260.1,333778797.6,0,6.40E+07,,,,,,,,
224,1886922313,216615306.1,697510626.2,336308632.5,0,0,,,,,,,,
225,1710083928,124405690.6,605931492.7,651540459,0,0,,,,,,,,
226,2056341684,109972716.2,339693681.7,616513403.3,0,0,,,,,,,,
227,2175527961,279984648.2,271178183.9,408777030.9,0,0,,,,,,,,
228,2033188535,0,569042091.6,597769373.4,0,0,,,,,,,,
229,1776928172,184679042.7,3.20E+08,839320957.3,0,0,,,,,,,,
230,2082119377,0,379066530.8,340495828.1,0,65438611.8,,,,,,,,
231,2360233054,65422228.5,350513174.5,416716342.2,0,0,,,,,,,,
232,2120115406,114141446.6,415453465.6,451588958.1,0,0,,,,,,,,
233,2032648605,1.28E+08,366305797.9,559267614.1,0,0,,,,,,,,
234,2173372289,68780607.88,423409534.3,257364455.2,0,35142881.83,,,,,,,,
235,2128590563,137211511.8,367209053.6,505311274.2,0,2375.927862,,,,,,,,
236,2027335350,225707061.8,318454855.8,628502732.4,0,0,,,,,,,,
237,2221742776,1.28E+08,443708461.9,298150714.4,0,54035176.33,,,,,,,,
238,1906235120,75809966.53,703249186.8,434108022.6,0,22819247.27,,,,,,,,
239,2037476755,260937882.9,399458022.2,469868881,0,0,,,,,,,,
240,1987727645,6.40E+07,627490643.3,320882719.6,0,0,,,,,,,,
241,2336195413,0,515344943.4,307377879.6,0,0,,,,,,,,
242,2077286348,56238773.6,272496349.1,539768904,0,6.40E+07,,,,,,,,
243,2085500383,137968649.3,352250568.6,5.76E+08,0,0,,,,,,,,
244,1864165944,1.28E+08,620980560.4,528474857.3,0,4297977.948,,,,,,,,
245,2121293347,0,319982980.2,6.40E+08,0,0,,,,,,,,
246,1904774083,118416010.7,585305033.7,486223437.1,14185201.1,64000000,,,,,,,,
247,1926027524,6.40E+07,474092091.7,629166813.4,0,13550269.19,,,,,,,,
248,2262233298,200712127.3,374886098.6,279591366.1,0,0,,,,,,,,
249,2302570858,75432921.16,498540530.1,323455690.9,0,0,,,,,,,,
250,2644553069,1.28E+08,210970065.6,1.92E+08,0,0,,,,,,,,
251,2138094419,90084497.27,398125282.9,488507177.6,0,0,,,,,,,,
252,2202092272,164307753.3,479298941,325694350.4,0,0,,,,,,,,
253,1978695487,96194680.83,667914654.2,342286080.5,0,0,,,,,,,,
254,1962365449,139351664.8,506395001.3,559870270,0,0,,,,,,,,
255,2036727132,214817709.4,387602396.7,483507958.1,0,0,,,,,,,,
256,2332753015,126854055.3,377073664.8,320335084.4,0,0,,,,,,,,
257,2374048992,77473117.7,425874764.4,269361398.4,0,0,,,,,,,,
258,1915999418,186442518.9,558356831.1,426149837.5,23075613.01,0,,,,,,,,
259,2204205162,192039619.5,203358175.3,490120945.2,0,0,,,,,,,,
260,2307621428,184869039,239591763.4,315649918.7,0,0,,,,,,,,
261,2093845733,1.28E+08,367077876.4,471869003.5,0,6.40E+07,,,,,,,,
262,1832471017,0,815666857.4,510486072.5,0,0,,,,,,,,
263,1918760370,269442888.6,424461816,587334925.7,0,0,,,,,,,,
264,2064999477,6.40E+07,553459245.6,409894057.1,0,6.40E+07,,,,,,,,
265,1823893903,166559910.8,516479959.9,6.40E+08,0,0,,,,,,,,
266,1875460587,1.92E+08,513746816.7,525963920.2,0,0,,,,,,,,
267,2264372496,6.40E+07,478411461.1,3.20E+08,0,0,,,,,,,,
268,2437964604,96856061.49,317978301.4,3.20E+08,0,0,,,,,,,,
269,1908024031,68501383.74,377609617.3,514189455.4,0,0,,,,,,,,
270,2298861656,162683434.7,346983009.2,235215263.2,0,63085345.88,,,,,,,,
271,2390279527,301630252.6,316090220.1,190056405.9,0,0,,,,,,,,
272,1963682256,37394914.02,534726172.4,525349967.4,0,36780655.53,,,,,,,,
273,1995763613,2.56E+08,2.56E+08,524320268.7,0,0,,,,,,,,
274,2152846456,188172838.7,543359950,127095664.2,0,0,,,,,,,,
275,1691822845,469905746,474519040,259537523.4,0,0,,,,,,,,
276,2182267520,129415933.8,307078064.8,578529832.4,0,0,,,,,,,,
277,2332668736,6.40E+07,257561083.9,3.84E+08,0,6.40E+07,,,,,,,,
278,2080191638,227812395.1,352723034.9,452622807.7,14185201.1,0,,,,,,,,
279,1954848635,218139093.2,601623291.5,248032338.7,0,525793.8129,,,,,,,,
280,2292346320,191766048.2,367795222.3,325254481.5,0,10966256.68,,,,,,,,
281,2111730397,9265697.907,534974102.2,313399011.6,0,0,,,,,,,,
282,2194689059,0,293910830.8,577328315.3,0,15697468.3,,,,,,,,
283,2021245855,139351664.8,282874545.7,691360878.7,0,0,,,,,,,,
284,2145768871,54918105.04,563457217.1,322449298.6,0,0,,,,,,,,
285,2012444418,1.92E+08,621040978.8,191354410.6,0,27398964.08,,,,,,,,
286,2232755712,1.28E+08,307754694.1,433512897.9,0,0,,,,,,,,
287,2484626091,86899286.83,157672736.1,370151315.4,0,6.40E+07,,,,,,,,
288,1831496742,336708286.7,512073534.7,340473636,3569843.492,6.40E+07,,,,,,,,
289,1934861100,65751217.53,546739130.1,495480274.3,0,0,,,,,,,,
290,2313886542,236532549.8,299403719.5,267538026,0,0,,,,,,,,
291,2086469069,65219717.47,483287350.9,419238110.1,0,0,,,,,,,,
292,2416752271,0,221208238.1,472254243.6,0,0,,,,,,,,
293,2357677965,192056713.2,390879818.1,180414606,0,0,,,,,,,,
294,2098376768,250046862.4,368867139.9,427451302.9,0,0,,,,,,,,
295,2010741940,121180957.9,374879181.2,451325629.1,0,6.40E+07,,,,,,,,
296,2078340775,77563278.66,319109077.4,703984333.8,0,0,,,,,,,,
297,2029706495,71650917.28,468800875.4,550189777.1,0,13550269.19,,,,,,,,
298,1895494567,64427795.41,481020441,557150367,0,63085345.88,,,,,,,,
299,2133579731,0,473683665,521391155.3,0,13550269.19,,,,,,,,
300,2028881875,2185192.626,613915648.3,429767283.1,0,0,,,,,,,,
301,1950675130,79590140.31,684366781.5,403715288.2,0,6.40E+07,,,,,,,,
302,2206242247,2.56E+08,394357306.7,218316443.3,0,63427045.36,,,,,,,,
303,1859012846,147265095.2,416509443.2,757106491.5,0,0,,,,,,,,
304,2008643638,98923257.14,581747936.4,481478693.5,0,0,,,,,,,,
305,2156326475,115186318.8,306865445.2,358203462.6,0,62188056.3,,,,,,,,
306,2119741307,6.40E+07,672646311.4,262217239.9,0,0,,,,,,,,
307,2176424491,154352969.7,320730099.8,539789748.4,0,0,,,,,,,,
308,1990160008,6.40E+07,297898141.1,770575618.3,0,26004176.82,,,,,,,,
309,2103522361,72940908.98,626220442.1,279846315.9,0,0,,,,,,,,
310,2074641450,1.28E+08,696102784,200289983.1,0,0,,,,,,,,
311,2246958898,199714849.2,287051198.9,319705055.7,0,0,,,,,,,,
312,1901698478,206853309.8,285023439.2,612296336.3,0,17580154.8,,,,,,,,
313,1907066704,244084940,470525236.3,525753743.8,0,0,,,,,,,,
314,2405215350,6.40E+07,372875306,3.20E+08,0,0,,,,,,,,
315,2121628328,105274155.5,457384144.5,301084739.7,0,5125423.255,,,,,,,,
316,1865818630,1.28E+08,558065449.3,625466146.4,0,0,,,,,,,,
317,1962377484,59923760.41,442216607.2,672653001.2,0,21407727.69,,,,,,,,
318,2229742150,16739968.71,528008743.1,370126500.9,0,0,,,,,,,,
319,2065901104,274945582.4,408447670,4.48E+08,0,0,,,,,,,,
320,2456502412,0,328538230.7,382641289.6,0,0,,,,,,,,
321,2200649851,186442518.9,278247558.1,4.48E+08,23075613.01,0,,,,,,,,
322,2225275010,6.40E+07,417941672.6,360354211.8,0,0,,,,,,,,
323,1819333060,0,762254129.4,556701164.2,0,0,,,,,,,,
324,2176026269,0,503743856.7,363913339.5,0,0,,,,,,,,
325,1961782924,47734246.02,586655052.6,499079961.7,0,53708561.4,,,,,,,,
326,2384912491,6.40E+07,444347245.6,280685610.2,0,0,,,,,,,,
327,2344769805,63630833.97,383691264.4,256677901.6,0,0,,,,,,,,
328,1952395617,6.40E+07,319199971.9,801457166.3,0,0,,,,,,,,
329,2385731747,68191708.95,378518117.4,247034567.7,0,0,,,,,,,,
330,2413337637,1.28E+08,368181230.8,290481132,0,0,,,,,,,,
331,2214445896,128007320.8,308079985.1,455894335.9,0,4297977.948,,,,,,,,
332,1842079297,257914194.9,342443023.1,563771845.3,0,0,,,,,,,,
333,2238586629,118435300.3,298866963.9,363508945.3,0,0,,,,,,,,
334,2336815202,2504548.47,286861231,4.48E+08,0,0,,,,,,,,
335,2029288209,6.40E+07,581700822.1,462421883,0,0,,,,,,,,
336,1910194026,226766779.1,394090340,468321129.4,0,0,,,,,,,,
